app,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
theguardian,-583,3729.0526315789475,3529.5789473684213,4790.631578947368,37446.36842105263,66172.15789473684,92627.63157894737,130150.8947368421,207404.68421052632,279975.9474,319060.05263157905,466409.8421,652709.7368421053,719463.3157894736,829565.7368421053,936617.4210526315,1053105.1052631577,1130855.5263157894,1256850.1578947366,1263062
theguardian,-583,5496.578947,61605.31578947367,117656.3684210526,194282.15789473683,277577,332776.6842105263,395709.63157894736,465666.3684210526,538460.9999999999,621543,692847.7368421052,762378.7894736842,829923.3157894736,899738.1578947369,986367.5263157894,1068314.3684210526,1146004.3684210526,1213406.9999999998,1272698
theguardian,-583,3846.2105263157896,3570.0526315789475,7843.421052631586,28948.57894736842,65378.36842105265,77402.26315789475,111845.5263157895,165160.7894736842,196695.21052631587,270372.36842105264,360722.1578947369,426524.15789473685,528651.2105,649437.4210526316,788315.2105263158,915061,1075081.105263158,1258230.052631579,1264052
theguardian,-583,3921.4736842105262,3526.3684210526317,4487.368421052632,30721.26315789474,69170.31578947368,124150.10526315788,208998.73684210525,318537.0526,434176.84210526315,561948.6315789475,698446.9474,799613.4736842106,892762.9473684211,990949.6842105263,1137522.5263157897,1317085.8947368423,1496649.2631578946,1624421.0526315789,1626287
theguardian,-583,3894.1052631578946,3581.5263157894738,4572.421052631578,35373.78947368419,70927.89474,143303.68421052632,280596.3157894736,436973.78947368416,570931.8947368421,702974.4210526316,786276.1052631579,889230.2105263157,1003110.2105263154,1156578.842105263,1289756.5263157894,1395477.5789473683,1532060.736842105,1626146.4210526315,1627440
theguardian,-583,3850.157894736842,3572.3684210526317,3733.736842105264,15986.000000000004,37917.68421052631,78893.05263157898,121713.05263157896,249315.15789473685,372447.5789473684,461028.63157894736,522365.8947368421,595764.2105263158,700095.5789473684,809818.9473684211,928978.3157894737,1052607.3684210526,1179358.105263158,1262428.6315789474,1262940
timesofindia,-583,4821.684210526316,6307.473684210527,8504.052631578947,9201.526315789473,13701.789473684214,23469.157894736843,33809.15789473684,52657.36842105263,68231.05263157896,77324.31578947372,138765.7894736842,255120.52631578947,407942.21052631584,572470.2105263157,745937.5789473688,896205.1579,1068750.2105263157,1139864.2631578948,1140289
timesofindia,-583,5007.631578947368,5484.157894736842,8401.947368421053,8493,9140.947368421053,25706.157894736843,53013.15789473683,82732.21052631579,167861.15789473683,307122.94736842107,412188.1052631578,491002.7368421053,625156.3157894736,732846.5263157894,856287.0526315786,947588.4210526316,1121046.8421052631,1138772.4736842106,1138853
timesofindia,-583,4903.736842105263,8742.842105263158,9302.263157894737,30482.684210526313,73101.42105263159,182131.73684210528,363031.7368421052,566351.1052631579,733558.2631578947,863068.0526,877932.2105263157,893742.3157894737,911978.4736842104,1011668.947368421,1081584.8421052631,1098519.7368421052,1128693.7894736843,1140477.9473684211,1142673
timesofindia,105,159.78947368421075,5088.526315789474,5761.315789473685,8794.526315789475,8662.052631578947,9462.684210526317,28626.736842105267,37223.57894736843,86827.15789473685,186169.8947368421,338226.52631578944,426501.4736842105,596507.7894736844,710536.6315789474,738151.5789473684,888150.7368421053,1035382.9473684211,1139190.6315789474,1139238
timesofindia,-583,4936.473684210527,5911.9473684210525,8762.421052631578,8906.578947368422,25828.421052631587,59138.26315789472,123085.21052631584,253651.73684210528,345126.2631578947,438445.4210526316,532615.9474,630333.8421052631,734933.6315789474,825840.5789473685,931220.7894736842,998857,1086358.4736842106,1139473.105263158,1139511
timesofindia,-583,5005.631578947368,5482.157894736842,7469.421052631579,8563.578947368422,8873.210526,10002.052631578948,73704.89474,130525.84210526315,249000.05263157884,280918.47368421056,392439.8421,473879.5263157895,578589.9474,718064.5789473684,853211.4210526315,979206.0526315789,1086683.4210526317,1138688.4736842106,1138769
timesofindia,-583,4759.315789473684,7586.736842105262,8346.578947368422,9806.052631578947,21602.31578947368,31387.210526315786,42895.52631578948,53745.73684210526,67407.94736842104,95113.73684210525,183042.89473684214,303678.78947368416,418284.15789473685,590498.7894736843,793220.7895,899738.1578947369,1048256.3684210528,1140083.6315789474,1140735
timesofindia,-583,4882.684210526316,6000.421052631579,8813.052631578947,9222.736842105263,23879.894736842103,37274.421052631566,49403.15789473684,63392.31579,73868.21052631579,118328.94736842102,205003.36842105258,334033.36842105247,469022.9473684207,594789.3684210526,715305.6842105263,880944.5263157896,998906.7368421054,1139892.2631578948,1139897
timesofindia,-583,4892.368421052632,5545.736842105262,8615.842105263158,9135.842105263158,18181.315789473683,26161.736842105263,36473.94736842105,45972.68421052632,58367.21053,72729.73684210525,169546.15789473694,294812.4736842105,439518.3684210529,566984.0526,712186.5789473688,878744.2631578947,1033028.052631579,1139868.5263157894,1139878
timesofindia,-583,4982.578947368421,5690.894736842105,8439.052631578947,8488,9093.368421052632,79910.42105263156,126454.42105263156,177822.84210526315,243309.7894736842,336608.10526315786,500995.6842105261,622247.2631578947,733282.4210526316,835236.3157894736,937686.8421052631,1033042.6315789474,1121658.4210526315,1138882.6842105263,1138949
vaticannewsva,-583,-449,-574.3684211,3121.6315789473683,3421.8421052631575,4138.1578947368425,3984.157894736842,3810.2631578947367,3849.6315789473683,4254.8421052631575,11607.473684210512,17967.842105263157,30739.210526315794,43792.05263157895,57341.526315789466,66634.15789473685,119204.68421052626,163829.10526315792,168289.2105263158,168218
vaticannewsva,-583,-542,723.5263157894735,3177.5263157894738,4024.3684210526317,4029.1052631578946,3892.736842105263,3726.0526315789475,3876.5263157894738,4367.368421052632,6450.368421052621,36541,65283.631578947374,68910.89474,73176.68421,128950.26315789473,136621.52631578947,159475.52631578944,168299.63157894736,168285
vaticannewsva,-583,-573,1156.1578947368416,3196.157894736842,4167.631578947368,3984.157894736842,3773.842105263158,3998.2631578947367,5052.526315789471,9900.263157894737,20097.10526,52674.36842,70920.26315789473,73273.94736842105,104432.26315789466,127076.89473684209,146812.68421052632,157538.15789473683,168478.05263157896,168482
vaticannewsva,-583,-666,183.73684210526312,3200.0526315789475,3939.7368421052633,4084.0526315789475,3848.9473684210525,4373.315789473684,4508.263157894737,20462.263157894726,37116.68421052631,49773.84210526316,57618.05263157896,70482.36842105263,74620.15789473684,131897.52631578947,143839.52631578947,152163.21052631582,168505.84210526315,168703
vaticannewsva,-583,-480,-141.7368421,3140.2631578947367,3622.6842105263163,4101.315789473684,3933.315789473684,3746.5263157894738,3998.263157894737,4455.684210526316,5235.842105263182,28082.89473684215,68241.10526,69803.94736842105,80944.68421,115001.42105263166,132456.47368421053,160624.57894736846,168316.73684210525,168262
vaticannewsva,-583,-635,2021.4210526315792,3321.421052631579,4108.684210526316,3899.421052631579,3775.3157894736846,4299.473684210527,4386.105263157895,28022.368421052633,64083,69494.36842105264,72706.36842105263,99118.15789473688,127871.2105263158,144563.2105263158,159765.3157894737,166311.84210526315,168573.1052631579,168615
vaticannewsva,-583,-790,1133.8421052631588,3274.578947368421,4167.315789473684,3912.684210526316,4045.6842105263154,4530.684210526316,5084.052631578945,30165.210526315786,38325.52631578947,53403.10526315787,63886.26315789472,71376.68421052632,73683.73684210527,86774.78947368421,136229,155142.3684210526,168611.1052631579,168967
vaticannewsva,-583,-511,-560.4736842,1715.3157894736846,3804.3684210526317,4064.4736842105262,3882.4736842105262,3738.157894736842,4165.578947368421,9046.421052631593,15271.842105263158,33158.368421052626,64948.26315789475,69423.42105263159,77020.26316,106468.8947368421,128822.78947368423,159122.78947368427,168383.63157894736,168350
vaticannewsva,-583,-852,3158.8947368421054,4145.526315789473,3882.4736842105262,3942.5263157894738,14722.210526315821,31275.526315789488,47424.26315789474,74498.89474,98522.78947368421,133117.84210526315,162817.52631578955,168432.8947368421,167887.1052631579,167585.31578947368,171818.47368421053,171633.94736842104,172132.31578947368,171977
vaticannewsva,-89,-1061.368421,-2008.157895,2149.9473684210525,6459.9473684210525,6131.368421052632,5753.263157894737,6344.315789473684,6502.947368421056,11028.631578947368,10571.105263157895,20475.842105263186,75771.89474,131869.4736842106,165973.36842105264,175173.52631578947,174767.15789473685,174783.26315789472,178111.7894736842,178615
